 non-industry income and expenditure/revenue, interest-bearing debt interest rate, per Net Share Value (B), Net Value Per Share (A), Persistent EPS in the Last Four Seasons, Per Share Net profit before tax (yuan), net value growth rate, quick ratio, interest expense ratio, debt ratio %, net worth/assets, borrowing dependency, net profit before tax/paid-in capital, fixed assets Turnover frequency,cash / total assets,working capital/equity,net income to total assets,Net income to stockholder's Equity,Degree of financial leverage (DFL),Interest coverage ratio( Interest expense to EBIT ),Bankrupt?
0.30349165498253805,0.000709070907090709,0.17154776452741102,0.17154776452741102,0.212914815164981,0.168863448068088,0.00044209183402281504,0.0064467670717054705,0.640422733935152,0.106569519605768,0.8934304803942321,0.37315107038290396,0.167860643993666,0.000179289966343415,0.0741698566235507,0.734591204579447,0.794157852517078,0.839910496767797,0.0249997401762429,0.577445287454369,0
0.303566339946135,0.0009100910091009099,0.180565505035607,0.180565505035607,0.226434716838423,0.17888077125856697,0.00047373399057852307,0.01202327673437,0.63167079903015,0.0896393264201711,0.9103606735798291,0.373692356900173,0.17792021717819198,9460000000.0,0.021194016958275,0.7349956694766091,0.8197153573061361,0.841623679912454,0.0268962866110795,0.565614320447007,0
0.303461926016447,0.000479047904790479,0.174328936833677,0.174328936833677,0.223787463363903,0.182420727574,0.000469242201793012,0.0070631214230549,0.6310971767510029,0.0990718626235753,0.9009281373764251,0.3735447333045539,0.179828067264912,0.00030562509030691897,0.0037668242316719297,0.7344951488654959,0.815418713855725,0.8413990499495492,0.0268972408952144,0.565618081410697,0
0.30431947375379403,0.000523052305230523,0.183852345033922,0.183852345033922,0.220194762219911,0.176169315357385,0.000458561726236354,0.00434629632171202,0.631239298091807,0.0612812528342957,0.938718747165704,0.3722675655303379,0.175167785234899,5600000000.0,0.0528667007517992,0.7319937247036469,0.810421134587852,0.8408889574437751,0.0270027988958809,0.5659991653342691,0
0.30355860558097303,0.000637063706370637,0.189541106569466,0.189541106569466,0.23305285052472302,0.189274685546434,0.00047176259438932696,0.007383151567024791,0.6310595060341639,0.0787253983130272,0.921274601686973,0.37272497500464097,0.18828896764949898,0.00022846231998190498,0.013907170944156,0.7356306204710309,0.8266420412017621,0.8419833217536591,0.0269078077255092,0.565659317841955,0
0.303522834142098,0.000619061906190619,0.17512957734608703,0.17512957734608703,0.220005672686017,0.17601867891842998,0.00046103221006838494,0.00417224483990383,0.632451952712977,0.14133688061190602,0.8586631193880941,0.37870932243006294,0.17506221250282802,0.000199715405547095,0.0128012850229898,0.7331852511451981,0.8062639145939221,0.840954675675957,0.0276370493098807,0.567398597856035,0
0.303467001693584,0.00055005500550055,0.17647802452488298,0.17647802452488298,0.21745296397844396,0.174512314528885,0.00044556049314051395,0.00820038253895572,0.6312677223599681,0.0774858663119388,0.9225141336880609,0.371230845279288,0.17353140788779098,0.00013692609243948602,0.0935031388966463,0.735200727551333,0.802551849429409,0.840455976086351,0.026924263756919996,0.5657220780725899,0
0.303553771602747,0.0,0.18911971682609197,0.18911971682609197,0.219343859317387,0.176169315357385,0.00044561040190479805,0.0228525228731096,0.630623553102012,0.0963509387187471,0.903649061281253,0.36963718146295005,0.17520548978206799,9000000000.0,0.0319240864779537,0.734286173823141,0.80463901213129,0.8406386130181059,0.0267937782838859,0.565170865120315,0
0.30353056850726,0.000775077507750775,0.185453626058742,0.185453626058742,0.225394724402004,0.181667545379227,0.000466397402228856,0.0129315884100428,0.630982794756236,0.10073464945430399,0.8992653505456959,0.371209596428404,0.18066510821204998,0.000309407579048341,0.13941321503792903,0.7379893586302709,0.8140118827058042,0.8413114695233409,0.0268899303694454,0.5655891111406459,0
0.303432922147089,0.000753075307530753,0.17698369221693103,0.17698369221693103,0.22322019476222002,0.177449725088499,0.00046697135301811506,0.00505061217462042,0.632237229626991,0.14650663603107902,0.8534933639689208,0.377012769441021,0.17649498529522697,0.00010212719601840101,0.038272302580135004,0.7330297304768449,0.8089764271961841,0.841234473750761,0.0275654100512866,0.5672890995160911,0
0.30339159163325397,0.000645064506450645,0.18440015170030802,0.18440015170030802,0.21896568024959803,0.17383445055358898,0.00044318982683705095,0.00456339279364481,0.634338913165573,0.19303443480364002,0.8069655651963601,0.38727596441823997,0.17286026694819398,0.000105909684759823,0.207866389543797,0.729973923053778,0.7981036292603231,0.840325896066444,0.0293639108382569,0.5687301456417829,0
0.303456125242575,0.000762076207620762,0.17289621170620698,0.17289621170620698,0.22189656802495997,0.17827822550274902,0.00045753859656854295,0.00427081162888481,0.633345776085259,0.19451582670738,0.80548417329262,0.388057698458675,0.177309403514064,0.00018685494382626,0.017860838627217,0.7313557196685458,0.803444645412305,0.8410467450546201,0.0282061238442121,0.568042939905936,0
0.30301671662180296,0.000739073907390739,0.161307993763432,0.161307993763432,0.20355488323721302,0.16065376214506302,0.000397498353135551,0.00434816784302178,0.628951315735401,0.14674849593373002,0.85325150406627,0.377159274676067,0.159678757258125,6200000000.0,0.0149537656982419,0.7321188637837621,0.772908884661082,0.8379256140070309,0.0264153131070622,0.562377109788118,0
0.30346627659685,0.000691069106910691,0.179217057856812,0.179217057856812,0.224260187198639,0.17963395345334002,0.00045416975497940997,0.0046288960394866,0.631321488746729,0.092057925446685,0.9079420745533149,0.37216691307878,0.17869693084985996,953000000.0,0.026006422332886,0.7316983899150721,0.8129736441327758,0.841187894768005,0.0269244863302234,0.565722915029787,0
0.30354337854956,0.00106310631063106,0.182630314778138,0.182630314778138,0.228420156944313,0.185960683889433,0.00045886117882205403,0.012717611140293001,0.630964986781003,0.0360975904707198,0.9639024095292801,0.369875392264971,0.184986049317548,0.000160377522636304,0.10629600428011,0.7360945294545229,0.830176405307051,0.8418541816316941,0.0268521603332461,0.5654333988471669,0
0.303694923766955,0.000822082208220822,0.17795288862669098,0.17795288862669098,0.22057294128770003,0.17842886194170396,0.000460982301304101,0.00789345304415418,0.631503678031808,0.0895788614445083,0.910421138555492,0.37197119997852707,0.17749038534047198,0.000133900101446348,0.00799122892103666,0.736007060562927,0.8121002854895178,0.8411159928915,0.0270667209660536,0.5662005803249499,0
0.303257690436385,0.000842084208420842,0.156209177868611,0.156209177868611,0.17783870662758802,0.13963997891089902,0.000417985900873907,0.0019339053534243198,0.6292752839002199,0.21960879160746102,0.7803912083925391,0.39259041386051396,0.13862453811929698,0.000384300856128502,0.0082664170023762,0.724531115070391,0.7504308392468729,0.8319760324087091,0.0264718727329476,0.5629768647461421,1
0.303477394746771,0.000943094309430943,0.14550587838692003,0.14550587838692003,0.202514890800794,0.16554944641108701,0.000417811220198915,0.00138866881184598,0.6485236503609539,0.228890165371708,0.7711098346282921,0.39652816143758507,0.164565266571148,4840000000.0,0.0110609135539858,0.718087877347825,0.787081562191271,0.8382585018274459,0.0248858579240944,0.576472530618164,1
0.30341455302982895,0.000827082708270827,0.158695377354515,0.158695377354515,0.211023919826038,0.169993221360247,0.00044421295650486103,0.0024735273310733698,0.635145408967,0.20824137618284602,0.791758623817154,0.38402489023291,0.16899178040871699,0.000146004065418899,0.0230705196812938,0.7245439768115841,0.79602266635259,0.840052354819015,0.17409090366875596,0.570161348590322,0
0.303547245732141,0.000672067206720672,0.17702583119126897,0.17702583119126897,0.225394724402004,0.17925736235595396,0.000450301825747442,0.00669256020372133,0.6315495678141401,0.116848565468452,0.883151434531548,0.375580149547176,0.17820677173667104,0.0005000450116160231,0.00643003610474995,0.7343004442212829,0.8141021444053,0.841431597677494,0.027118794439904,0.5663509130618261,0
0.30362193069573806,0.000728072807280728,0.185875015802115,0.185875015802115,0.21820932211402103,0.17308126835881602,0.00045209854126164695,0.00968013205454362,0.631230736565253,0.0623393899083955,0.937660610091604,0.370535225002964,0.17209109418595903,0.00022846231998190498,0.109941900294968,0.734506996524468,0.80292347799953,0.8404511014012981,0.0270031817899335,0.566000432230916,0
0.303474977757658,0.000686068606860686,0.174033964013316,0.174033964013316,0.21868204594875698,0.17360849589515698,0.000433257982744644,0.007094937285320909,0.632494760345749,0.124104362547994,0.875895637452006,0.37531397973083297,0.17265666239348498,0.0008102090884126481,0.00964027820672155,0.737300793483967,0.8030657442962621,0.8406086317982719,0.0276769693412717,0.567456110265631,0
0.30374302185030705,0.000596059605960596,0.18018625426657103,0.18018625426657103,0.21357662853361103,0.17767567974693105,0.000451699271147379,0.00412982369021581,0.631589635758414,0.122622970644254,0.8773770293557459,0.376271296381209,0.176698589849936,0.000170211993364002,0.0018181743170278802,0.7321000992899491,0.811257383194871,0.8412521490010509,0.0271146084726468,0.5663392477324979,0
0.30321249273996903,0.000588058805880588,0.166111836837891,0.166111836837891,0.209794837855725,0.164419673118927,0.00041556532580616,0.00346169058262954,0.628333173518171,0.13928107143936902,0.8607189285606309,0.37768825922703403,0.163471834703265,0.000105153187011539,0.0346499478819115,0.732034174262065,0.7843848788438471,0.8390288850087472,0.0263852766496002,0.562016229466371,0
0.303448632576324,0.000612061206120612,0.16750242299102402,0.16750242299102402,0.21499480003781798,0.17172554040822502,0.000434106431737462,0.0057655333149508395,0.63401289023438,0.14720198325120198,0.8527980167487981,0.37700829599873,0.170778975944499,0.000167186002370864,0.042104212625443005,0.73471852097034,0.797743521000021,0.8402057459044509,0.0284255446452834,0.5682185894025429,0
0.303508332207419,0.000793079307930793,0.172179849142472,0.172179849142472,0.21537297910560602,0.170671085335543,0.000448180703265396,0.0115135990976772,0.633241325461295,0.0953834991081416,0.9046165008918579,0.37206178718493,0.16966292134831498,0.00018685494382626,0.0551630215497877,0.7362293997264101,0.7981738975446129,0.840192796047555,0.0290876038741492,0.5686092557480771,0
0.30358374226775003,0.000797079707970797,0.177110109139944,0.177110109139944,0.212253001796351,0.171273631091361,0.000443314598747759,0.0120837892567191,0.632810166984014,0.0800858602654412,0.919914139734559,0.373058246455356,0.170311439559611,8090000000.0,0.0254344315057528,0.734779649388866,0.801371569744629,0.8403857574788081,0.0288727658138465,0.568500549655657,0
0.303441623307896,0.000494049404940494,0.17487674350006302,0.17487674350006302,0.22161293372411803,0.183927091963546,0.00046322819569685595,0.00532260660497301,0.631229024259942,0.118874142153158,0.8811258578468422,0.3744058709456629,0.18212804464218402,0.00023148831097504199,0.0042335068496626395,0.7334827486402858,0.815731085142529,0.841573616502083,0.026907690710701003,0.565658865268012,0
0.304405760265134,0.0005600560056005599,0.185074375289705,0.185074375289705,0.220667486054647,0.17662122467424898,0.00046153129771121906,0.0036519619157890297,0.6312369008643721,0.0690207697191402,0.9309792302808599,0.37273615861037,0.17568056707638902,6660000000.0,0.054515238146904996,0.7317021941567409,0.811426300758598,0.8409785362465191,0.0270168245964067,0.5660450790583,0
0.30352887661488104,0.000593059305930593,0.18697062913488702,0.18697062913488702,0.22548926916895104,0.18121563606236302,0.000447207482361868,0.005565280534805929,0.631308475226367,0.0866463101248602,0.9133536898751401,0.373331126435136,0.180265440012065,0.00028368665560667003,0.0496652613597867,0.734876803345782,0.8135677602678371,0.8411974666640691,0.0269855998040583,0.565941458314401,0
0.30350253143354805,0.000654065406540654,0.178964224010788,0.178964224010788,0.22832561217736602,0.183023273329818,0.000464076644689675,0.00323710802545768,0.631594087752222,0.137981074462618,0.862018925537382,0.377794503481456,0.182022471910112,0.0002140888627645,0.0185521711493699,0.7319974455858891,0.8162565919307271,0.84180224093936,0.0271305157359928,0.566383205447437,0
0.30348972139124797,0.000566056605660566,0.174413214782352,0.174413214782352,0.22284201569443102,0.17752504330797603,0.000451799088675946,0.00685413487679775,0.631025602389008,0.0911509508117423,0.9088490491882579,0.371372877072043,0.17652514893296103,0.000146760563167184,0.084808266089528,0.7346314029083951,0.807572628836292,0.840820359712895,0.0268773632495743,0.5655384438458051,0
0.30352887661488104,0.0,0.187097046057899,0.187097046057899,0.22057294128770003,0.17692249755215803,0.00044892933472964806,0.0177488842613792,0.6306167038807691,0.0942346645705475,0.9057653354294529,0.36963718146295005,0.17592941708770105,8930000000.0,0.008047887185138129,0.733431041642857,0.8066665376503008,0.8407705152930258,0.0267922709919733,0.565163703379656,0
0.303491171584716,0.0010711071107110698,0.185200792212718,0.185200792212718,0.22284201569443102,0.182646682232432,0.00045631583184359807,0.0143832651059843,0.6309163573101739,0.0996765123802038,0.900323487619796,0.370670546632281,0.18165296734786202,0.000368414403414528,0.13360493953661998,0.7384537246008441,0.813580403299354,0.8412745219474951,0.0268622864067066,0.5654761681908189,0
0.30339570051474607,0.00075007500750075,0.17875352913910103,0.17875352913910103,0.225772903469793,0.181064999623409,0.00045359580419015,0.00506870354728149,0.631849563704607,0.141941530368534,0.8580584696314659,0.375735601666805,0.18012216273282602,0.000108179178004677,0.0513904535216174,0.733028923811299,0.8099000257936421,0.841281669746899,0.0271695519446991,0.5664869473201322,0
0.30348029513370695,0.000655065506550655,0.185411487084404,0.185411487084404,0.219532948851281,0.175340814943135,0.00044915392416892307,0.00440556116318792,0.633996109642334,0.20110650905462998,0.7988934909453701,0.388924427902649,0.17436844883493,8620000000.0,0.0998626798716401,0.730144408184004,0.799841684452634,0.8405988907490991,0.0287586332854848,0.568436517701161,0
0.30343944801769396,0.000801080108010801,0.17251696093717098,0.17251696093717098,0.21849295641486202,0.176093997137908,0.000455317656557929,0.00420218918086008,0.633433788578239,0.18466003567433603,0.815339964325664,0.38553915044857395,0.17515270341603198,0.000153569042901744,0.008639336634286291,0.730963512523526,0.8026379508123779,0.8408603186139592,0.0285203017680739,0.568285889415869,0
0.303156660291455,0.000676067606760676,0.159538156841262,0.159538156841262,0.212442091330245,0.166754537922724,0.000432808803866093,0.00290148187057307,0.6176278407145109,0.15421592042809198,0.8457840795719079,0.37809981591784997,0.16579443480883801,6430000000.0,0.0141886825126497,0.730386435487684,0.788125640198415,0.8392851317841479,0.0257487295645182,0.198631789774405,0
0.30342011210478903,0.0007980798079807981,0.17942775272849898,0.17942775272849898,0.22388200813085002,0.180387135648113,0.000445884900108357,0.00426083018189939,0.6313009410829991,0.0916044381292137,0.908395561870786,0.3720561953820661,0.17941331724606,8850000000.0,0.033585920598102996,0.731279326204388,0.8113288975240709,0.8410747661212871,0.0269538841751162,0.5658307765361981,0
0.303444765393743,0.000943094309430943,0.178669251190426,0.178669251190426,0.22161293372411803,0.17850418016118103,0.00046160616085764403,0.0104212544932107,0.631138614539527,0.0518487166308915,0.9481512833691078,0.37113466627002095,0.17755071261594102,0.00015129954965689,0.114842024278821,0.7354454775459179,0.8128264292119258,0.840991944445713,0.026911795869791002,0.5656746889445029,0
0.303671720671469,0.000852085208520852,0.179385613754161,0.179385613754161,0.22189656802495997,0.17835354372222603,0.00045990926287200703,0.00619535937576031,0.6313560773140091,0.0939021072044018,0.906097892795598,0.37195330620936207,0.177354648970666,0.000167942500119148,0.00884665005883448,0.7347502287589909,0.809661362707912,0.840973026009749,0.026991377592240004,0.5659610203049731,0
0.303051762963944,0.000726072607260726,0.156799123509334,0.156799123509334,0.20015127162711496,0.158017624463358,0.000401066829781817,0.00155960109147123,0.625067807290311,0.21035765033104603,0.7896423496689542,0.39238351715453296,0.15701681622803698,552000000.0,0.005559437919781279,0.726919902678065,0.777094466430958,0.837052996383121,0.0260500616073851,0.5533284859150439,1
0.303501322938991,0.000558055805580558,0.148202772744511,0.148202772744511,0.20601304717783897,0.16795962943435996,0.000401291419221093,0.0022009090602842,0.638738852892426,0.23529945279197,0.76470054720803,0.40512499916122996,0.167310157605007,0.000278391171368678,0.0203268528471915,0.7145054999214029,0.7919822449709009,0.8391622256584449,0.0227618017460547,0.5719885497130579,1
0.302759790679075,0.00039903990399039904,0.12001179891281402,0.12001179891281402,0.0842393873499102,0.0674851246516532,0.000154243036018007,0.00330884967566536,0.6305225270886701,0.32137134564803305,0.678628654351967,0.26203523730493,0.0724530578387754,0.000699003919414834,0.21091521209314398,0.7625521849654441,0.525650952071236,1.0,0.0267631375236152,0.565021155623063,1
0.30346603489793894,0.000582058205820582,0.151531751717163,0.151531751717163,0.17500236361917404,0.14137229795887601,0.00035063402347338904,0.0019482536834658601,0.629853358173176,0.221452973365178,0.778547026634822,0.39178743096919394,0.14035140637960902,0.00022846231998190498,0.0499277199767246,0.71990960290141,0.7465859969461469,0.8310815161462609,0.0265903290435414,0.56397612729787,1
0.303450807866526,0.000708070807080708,0.156082760945599,0.156082760945599,0.21565661340644798,0.17089703999397501,0.00044882951720108094,0.0036033023617351202,0.634265626498267,0.202859993348853,0.797140006651147,0.3822444602009021,0.169836362265289,0.000146004065418899,0.0302946099444129,0.728449407796885,0.797585081424739,0.8402797531682259,0.0323529334521605,0.569392706270746,0
0.30350156463790195,0.000356035603560356,0.18338881631621104,0.18338881631621104,0.22095112035548803,0.176545906454771,0.000406107614974446,0.00412795216890605,0.6317399761647099,0.14154850802672597,0.8584514919732751,0.37787167036098396,0.17460975793680703,0.0004917235363848941,0.0160284161240692,0.733232935175571,0.8047055307493279,0.8408175330065509,0.0271572841874481,0.566454958111748,0
0.303550146119077,0.000408040804080408,0.18128186759934303,0.18128186759934303,0.21508934480476502,0.170972358213452,0.000446284170222625,0.0159597098892434,0.631123203791729,0.0416301357438704,0.95836986425613,0.36963718146295005,0.16998718045396302,0.000232244808723327,0.0991523407279837,0.7353005245077209,0.797389746747958,0.840118267328821,0.0268818273787735,0.5655565691306529,0
0.30346265111318105,0.00047604760476047597,0.168176646580422,0.168176646580422,0.218871135482651,0.164645627777359,0.00041766149390606497,0.0088192322520515,0.628856111560116,0.122411343229434,0.877588656770566,0.3745322456903979,0.16369052107684198,0.000888884854234231,0.033919962536028,0.738707427337005,0.7860426874626659,0.8392572025858779,0.0264874257805383,0.5631259946452061,0
0.303599936094808,0.000433043304330433,0.17609877375584698,0.17609877375584698,0.21055119599130198,0.173683814114634,0.000438972536255099,0.00458647488979859,0.63225743482966,0.11621368322399199,0.8837863167760078,0.375580149547176,0.172664203302918,0.00018534194832969098,0.00217960974594508,0.732255003599642,0.802978468940389,0.8405772574542479,0.0273701932301579,0.5669420399652121,0
0.30340464337446504,0.000594059405940594,0.16564830812018,0.16564830812018,0.21698024014370798,0.172177449725089,0.000451948814968796,0.00428578379936293,0.632716332652977,0.152099646279892,0.847900353720108,0.379104103712286,0.171140939597315,0.000174750979853708,0.0414608983776166,0.7323941257327842,0.8028366235441742,0.8406960273850881,0.0285285079363653,0.5682915029663579,0
0.303427363072129,0.000353035303530353,0.17104209683536303,0.17104209683536303,0.210645740758249,0.16743240189801903,0.00043667673309806,0.0040749257317960206,0.6244298023314749,0.158388003748828,0.841611996251172,0.37845433621944896,0.16670688485031301,0.000135413096942917,0.0388551289895273,0.732424579495884,0.790519359097307,0.839500563793149,0.0258180560734577,0.5065466409872861,0
0.303531777001817,0.00038003800380037996,0.174160380936328,0.174160380936328,0.215751158173395,0.171800858627702,0.00044448745470842003,0.0126171728300022,0.6319351789701511,0.10055325452731499,0.8994467454726851,0.372762999264119,0.170786516853933,0.000208036880778224,0.0919541308841451,0.7371995263498821,0.800033865258417,0.840327583466471,0.0273097296825429,0.566817100513007,0
0.30346990208052,0.00042804280428042796,0.17276979478319499,0.17276979478319499,0.208849390186253,0.165248173533178,0.000432659077573242,0.00711302865798198,0.6296105532800921,0.0857998004655803,0.9142001995344201,0.373364677252322,0.164278712012669,9380000000.0,0.0677736233770443,0.734254254114645,0.784318911816898,0.8392795044956609,0.0265519684191381,0.563684230714475,0
0.30343533913620196,0.000231023102310231,0.17622519067885897,0.17622519067885897,0.22255838139359002,0.17790163440536302,0.000445984717636924,0.007555331527523221,0.631116012109423,0.113311364392176,0.8866886356078241,0.374562441425865,0.17684186712917604,0.000229218817730189,0.00426231849225927,0.735271196875636,0.808047122738062,0.840949757724991,0.0269140928314816,0.5656834947242441,0
0.30384961107019703,0.00031403140314031403,0.186085710673802,0.186085710673802,0.21811477734707396,0.173156586578293,0.00044730729989043495,0.0047973329573655,0.631384844043232,0.0654231036672008,0.9345768963327991,0.37254268223126397,0.172151421461428,8550000000.0,0.00393007777637209,0.7323141561536971,0.8034443568039592,0.8404876180674641,0.0270822893641104,0.566246742529546,0
0.303461200919713,0.000382038203820382,0.18684421221187497,0.18684421221187497,0.220100217452964,0.17692249755215803,0.000446134443929774,0.005557170609130279,0.6319793564471721,0.140006651147323,0.8599933488526771,0.3773930120357971,0.175944498906568,0.00033815449348315,0.0359778813142956,0.7360595168584549,0.802988533075358,0.840659114768923,0.0271898979401804,0.566538812418977,0
0.303517275067138,0.000339033903390339,0.18351523323922303,0.18351523323922303,0.234943745863666,0.19108232281388898,0.00046617281278958,0.0040275138586153,0.630925946219915,0.10279045862684,0.89720954137316,0.37428620636436605,0.18999321318151,0.00029806011282407403,0.0271026026730716,0.733875072404988,0.827984672530329,0.8423185623400459,0.026870881562317,0.565511873396239,0
0.303515099776936,0.000439043904390439,0.17614091273018398,0.17614091273018398,0.225772903469793,0.182420727574,0.00044451240909056203,0.006890317622119889,0.6306667031958471,0.0820812044623152,0.917918795537685,0.370275765350058,0.18096674458939702,0.000152812545153459,0.0826483567858714,0.73470496337092,0.818485753462117,0.8414891014724579,0.0268033414488034,0.565215832977554,0
0.30366181101610495,0.0,0.18705490708356198,0.18705490708356198,0.21981658315212302,0.17647058823529396,0.000448604927761805,0.014515519278541,0.630635881700251,0.0984974453547782,0.901502554645222,0.36963718146295005,0.175529748887716,8780000000.0,0.0049409396300308705,0.733452771298999,0.80504786637318,0.840673489284288,0.0267964200445617,0.565183368152589,0
0.303513166185646,0.00031303130313031297,0.191268804517298,0.191268804517298,0.236078283067032,0.19078104993598002,0.00045519288464722097,0.017508081852856003,0.6306780044108979,0.0941741995948846,0.9058258004051151,0.3709009289102921,0.189088304049468,0.000503071002609161,0.24089547828191699,0.740334163790514,0.8240622317417858,0.8419550215975942,0.0268063075612547,0.5652296171865631,0
0.303500597842257,0.00044804480448044806,0.17980700349753498,0.17980700349753498,0.227569254041789,0.18227009113504603,0.00046632253908243,0.00483039650050469,0.631151285598827,0.129032258064516,0.870967741935484,0.37407148113437505,0.181275921876178,0.00011347466224266799,0.0491026484132633,0.732352767278967,0.81438278607138,0.841555086841885,0.0269447746816719,0.565797913788603,0
0.303487304402135,0.000554055405540554,0.188951160928743,0.188951160928743,0.21858750118181,0.174738269187316,0.00045282221834375705,0.00537126615902691,0.634200558896453,0.19666233334341102,0.803337666656589,0.388757792177291,0.173772716989669,0.000102883693766686,0.131184266617944,0.7350928342682191,0.798860819040515,0.840439916449661,0.0288751323091538,0.5685018280862211,0
0.30347570285439196,0.000518051805180518,0.17567738401247304,0.17567738401247304,0.226907440673159,0.181290954281841,0.000466397402228856,0.00368627313980139,0.6320201093135711,0.18206004172083298,0.817939958279167,0.38418257907368397,0.18029560364979996,0.000155838536146597,0.0218445779043001,0.7299362746813671,0.8094260075671129,0.8416546990584709,0.0273270578774279,0.5668538765737711,0
